song_id,mood,valence,arousal
1150,sad,4.1,2.3
1151,happy,5.0,5.6
1152,happy,6.1,5.6
1153,sad,3.9,2.5
1154,sad,3.9,4.4
1155,sad,4.2,4.3
1156,happy,7.0,5.6
1157,happy,6.9,6.1
1158,happy,6.2,6.2
1159,happy,5.8,6.0
1160,happy,6.4,5.4
1161,sad,4.1,2.5
1162,sad,3.6,3.8
1163,happy,6.2,5.3
1164,sad,3.6,3.1
1165,sad,3.5,2.8
1166,sad,4.6,3.3
1167,sad,3.6,2.8
1168,sad,4.4,3.3
1169,sad,3.9,2.8
1170,sad,3.1,2.1
1171,sad,3.6,1.9
1172,sad,3.9,2.5
1173,sad,4.3,4.0
1174,sad,3.6,3.3
1175,sad,3.7,3.4
1176,sad,4.9,2.7
1177,calm,5.2,3.3
1178,sad,4.9,4.5
1179,sad,3.4,4.1
1180,sad,3.3,2.6
1181,sad,3.7,4.4
1182,sad,2.7,2.2
1183,sad,3.7,3.2
1184,sad,4.2,2.3
1185,calm,6.2,4.8
1186,sad,3.7,1.9
1187,sad,4.4,4.1
1188,sad,4.7,3.3
1189,sad,4.8,3.2
1190,sad,3.5,2.2
1191,sad,4.4,2.6
1192,sad,3.7,2.9
1193,sad,4.4,3.9
1194,sad,3.4,2.5
1195,sad,4.2,4.0
1196,sad,3.8,2.7
1197,sad,3.9,2.8
1198,sad,3.5,1.8
1199,sad,4.5,3.5
1200,sad,3.2,3.6
1201,happy,6.0,5.5
1202,sad,4.1,2.7
1203,sad,4.0,3.4
1204,happy,6.6,5.5
1205,happy,6.0,5.7
1206,happy,5.1,5.8
1207,sad,4.7,3.4
1208,calm,6.2,4.6
1209,sad,4.4,2.7
1210,sad,3.8,2.4
1211,calm,5.5,4.7
1212,sad,3.5,2.7
1213,sad,3.1,2.8
1214,happy,6.2,5.3
1215,happy,6.2,5.6
1216,happy,5.5,5.3
1217,sad,3.9,2.6
1218,sad,3.9,4.1
1219,sad,4.3,2.2
1220,sad,3.6,2.2
1221,happy,5.4,5.3
1222,sad,4.1,3.2
1223,tense,4.6,5.6
1224,happy,6.2,6.8
1225,sad,3.4,4.6
1226,sad,3.9,3.8
1227,tense,4.7,5.7
1228,calm,5.4,3.3
1229,calm,5.2,4.3
1230,calm,5.3,3.7
1231,happy,5.5,6.5
1232,happy,6.9,6.3
1233,calm,5.5,4.8
1234,sad,4.6,3.0
1235,tense,4.9,5.8
1236,sad,4.5,4.9
1237,sad,4.1,3.3
1238,happy,5.5,5.1
1239,happy,6.3,6.7
1240,sad,2.7,2.6
1241,sad,4.1,3.7
1242,sad,4.7,4.3
1243,happy,5.8,5.7
1244,sad,4.6,3.7
1245,happy,6.4,5.3
1246,sad,4.5,3.1
1247,tense,4.4,6.3
1248,sad,3.7,3.0
1249,happy,5.1,5.6
1250,happy,7.0,7.4
1251,happy,6.9,6.3
1252,happy,5.2,5.1
1253,sad,4.1,3.0
1254,tense,4.7,6.2
1255,sad,3.4,2.0
1256,happy,5.7,5.5
1257,calm,5.0,3.8
1258,happy,5.7,5.6
1259,sad,3.6,2.8
1260,happy,7.2,6.5
1261,sad,3.8,3.1
1262,sad,4.5,4.8
1263,happy,5.8,5.1
1264,sad,4.6,3.6
1265,happy,5.8,5.5
1266,happy,5.6,5.1
1267,sad,4.5,3.7
1268,calm,5.3,3.7
1269,sad,3.5,4.4
1270,tense,4.6,5.3
1271,sad,4.6,4.7
1272,sad,4.0,3.2
1273,tense,4.8,5.6
1274,happy,6.0,5.4
1275,sad,3.5,2.8
1276,tense,4.8,5.5
1277,sad,2.9,2.2
1278,calm,5.1,4.1
1279,calm,5.6,4.2
1280,happy,5.9,5.4
1281,calm,5.4,4.5
1282,happy,6.8,6.4
1283,tense,3.3,5.2
1284,happy,6.3,6.6
1285,calm,5.1,4.9
1286,sad,3.8,3.0
1287,sad,4.5,4.3
1288,calm,5.2,3.4
1289,calm,5.0,4.4
1290,happy,6.6,6.6
1291,sad,3.6,2.5
1292,happy,5.6,5.2
1293,happy,5.7,5.1
1294,happy,5.9,5.5
1295,happy,6.9,6.4
1296,happy,5.0,5.9
1297,sad,4.8,3.7
1298,happy,6.9,5.6
1299,sad,4.5,4.7
1300,calm,6.0,4.5
1301,sad,4.4,2.8
1302,sad,4.4,3.8
1303,happy,6.1,6.5
1304,happy,5.2,6.3
1305,tense,4.7,6.2
1306,happy,5.3,5.3
1307,happy,5.1,5.4
1308,happy,5.8,5.3
1309,happy,6.5,7.4
1310,calm,5.1,4.4
1311,sad,4.1,3.5
1312,calm,5.3,4.0
1313,sad,4.2,3.0
1314,sad,4.1,4.1
1315,happy,7.0,6.4
1316,calm,5.2,4.0
1317,happy,5.3,6.2
1318,sad,4.8,4.3
1319,happy,6.5,5.6
1320,tense,3.8,6.5
1321,tense,4.5,5.7
1322,happy,6.5,5.5
1323,happy,5.5,5.0
1324,happy,6.1,6.7
1325,happy,5.9,5.8
1326,happy,6.1,5.0
1327,calm,5.5,2.8
1328,sad,4.4,2.7
1329,calm,5.3,4.2
1330,happy,5.7,7.2
1331,calm,5.3,4.4
1332,sad,2.5,2.3
1333,tense,4.5,5.7
1334,tense,3.8,7.8
1335,happy,5.4,5.6
1336,sad,3.6,2.7
1337,happy,5.0,6.5
1338,happy,6.2,6.4
1339,happy,7.2,6.8
1340,happy,6.4,5.7
1341,sad,3.5,3.2
1342,happy,6.5,6.4
1343,happy,6.0,5.4
1344,happy,6.3,5.5
1345,sad,4.5,2.9
1346,happy,6.5,5.6
1347,sad,4.6,4.0
1348,happy,5.8,6.3
1349,happy,5.2,5.2
1350,sad,4.0,2.6
1351,happy,6.3,5.9
1352,happy,6.7,6.4
1353,happy,5.3,6.4
1354,sad,4.6,2.0
1355,calm,6.3,3.8
1356,happy,5.2,5.2
1357,tense,4.5,6.0
1358,happy,6.0,6.0
1359,sad,3.6,3.4
1360,calm,5.5,2.9
1361,sad,4.4,2.5
1362,tense,4.4,5.4
1363,calm,5.1,3.6
1364,tense,4.3,6.2
1365,happy,6.5,6.4
1366,happy,5.4,6.3
1367,happy,7.1,7.2
1368,sad,3.4,3.3
1369,happy,6.8,6.6
1370,sad,4.3,4.1
1371,happy,5.7,5.4
1372,tense,4.8,5.2
1373,happy,6.6,5.7
1374,calm,6.0,4.1
1375,happy,5.6,5.6
1376,happy,7.0,6.6
1377,sad,3.7,3.1
1378,happy,5.5,5.7
1379,happy,5.8,5.7
1380,sad,4.1,4.5
1381,happy,6.1,7.1
1382,sad,4.8,4.7
1383,calm,5.6,3.0
1384,happy,5.8,5.4
1385,happy,6.0,6.0
1386,happy,5.9,5.0
1387,calm,6.1,4.5
1388,happy,6.8,7.8
1389,sad,4.2,3.3
1390,happy,6.1,6.3
1391,tense,4.3,5.7
1392,happy,6.2,6.7
1393,calm,6.2,4.1
1394,calm,6.0,4.1
1395,sad,4.7,3.5
1396,happy,6.1,6.0
1397,sad,4.3,3.3
1398,happy,6.9,7.6
1399,happy,6.1,6.4
1400,happy,5.6,5.8
1401,happy,5.8,5.3
1402,calm,5.6,2.5
1403,happy,5.6,5.1
1404,sad,3.8,2.7
1405,sad,3.7,2.2
1406,sad,3.9,3.7
1407,sad,3.6,3.8
1408,tense,4.2,5.0
1409,sad,4.9,3.7
1410,calm,6.0,4.4
1411,sad,3.9,2.7
1412,sad,4.6,3.2
1413,sad,4.3,4.1
1414,sad,3.7,4.0
1415,calm,5.7,4.7
1416,sad,4.4,2.7
1417,sad,4.6,2.4
1418,sad,4.3,3.8
1419,sad,3.7,2.5
1420,sad,4.8,3.1
1421,sad,4.2,3.2
1422,sad,4.1,2.8
1423,tense,4.2,5.5
1424,sad,4.5,3.5
1425,happy,5.1,5.2
1426,happy,6.6,6.4
1427,calm,5.0,4.9
1428,sad,4.7,3.5
1429,sad,3.0,2.3
1430,sad,4.6,3.2
1431,sad,4.1,4.1
1432,sad,3.7,2.6
1433,sad,4.0,3.6
1434,sad,3.7,2.8
1435,tense,3.6,5.3
1436,sad,4.7,3.8
1437,calm,5.1,4.5
1438,sad,3.6,2.9
1439,sad,4.1,2.9
1440,calm,5.1,4.9
1441,calm,5.0,4.0
1442,calm,5.3,2.8
1443,calm,5.8,2.9
1444,sad,4.6,3.1
1445,calm,5.1,3.6
1446,calm,5.8,3.2
1447,sad,4.4,4.1
1448,sad,4.4,4.4
1449,sad,4.6,4.1
1450,happy,5.7,5.0
1451,calm,5.1,4.8
1452,sad,4.2,3.9
1453,sad,4.0,3.8
1454,calm,5.2,3.6
1455,sad,4.1,4.2
1456,sad,4.3,2.2
1457,calm,5.4,4.8
1458,sad,4.2,4.7
1459,happy,5.4,5.1
1460,sad,4.8,3.9
1461,calm,5.3,4.2
1462,sad,4.8,3.9
1463,sad,3.3,3.0
1464,sad,4.8,4.4
1465,calm,5.2,3.7
1466,calm,6.1,4.5
1467,sad,4.0,4.2
1468,sad,3.7,2.0
1469,sad,3.1,3.2
1470,calm,5.1,3.2
1471,happy,7.3,6.8
1472,happy,5.0,5.2
1473,happy,6.1,6.0
1474,happy,6.6,6.4
1475,sad,4.3,3.2
1476,tense,4.5,5.1
1477,calm,5.1,4.5
1478,calm,5.1,3.5
1479,happy,5.0,5.1
1480,tense,4.8,5.3
1481,sad,3.9,3.7
1482,sad,4.3,3.4
1483,sad,3.9,3.8
1484,sad,4.4,3.8
1485,sad,4.7,3.8
1486,sad,3.7,2.9
1487,sad,4.3,2.4
1488,sad,4.9,3.9
1489,sad,4.9,4.6
1490,sad,3.8,3.1
1491,tense,4.8,5.2
1492,sad,3.3,2.8
1493,tense,4.0,6.1
1494,sad,4.9,3.8
1495,sad,4.4,3.9
1496,happy,6.1,5.8
1497,sad,4.4,3.6
1498,sad,4.8,3.8
1499,sad,4.8,4.5
1500,sad,3.8,3.2
1501,calm,5.0,4.9
1502,happy,7.2,7.0
1503,calm,5.9,4.1
1504,happy,6.0,5.9
1505,sad,4.2,4.9
1506,calm,5.0,4.8
1507,happy,5.5,5.7
1508,happy,5.9,5.3
1509,happy,5.9,5.4
1510,tense,4.1,5.6
1511,happy,5.5,5.6
1512,tense,3.8,5.2
1513,happy,6.1,6.3
1514,tense,4.6,5.4
1515,sad,4.4,4.8
1516,calm,5.6,4.9
1517,happy,6.0,5.0
1518,happy,6.1,6.3
1519,happy,5.0,5.6
1520,happy,5.3,5.3
1521,sad,4.8,4.9
1522,happy,5.2,5.7
1523,calm,6.9,4.8
1524,calm,5.6,4.4
1525,sad,4.5,4.5
1526,happy,5.9,5.9
1527,sad,4.5,4.7
1528,calm,5.5,4.6
1529,happy,5.4,5.7
1530,calm,6.2,4.2
1531,calm,5.1,4.8
1532,happy,5.8,5.6
1533,happy,5.2,5.3
1534,happy,5.7,5.7
1535,happy,5.4,5.3
1536,sad,4.8,3.4
1537,calm,5.9,3.4
1538,calm,6.3,4.7
1539,sad,4.4,4.7
1540,happy,5.7,5.1
1541,calm,5.2,4.6
1542,happy,5.5,5.5
1543,happy,6.1,5.4
1544,happy,6.4,5.4
1545,sad,4.8,4.8
1546,calm,5.3,4.4
1547,tense,4.0,5.8
1548,sad,4.6,3.7
1549,tense,4.9,5.2
1550,sad,4.8,3.7
1551,happy,5.6,5.4
1552,happy,5.6,5.6
1553,happy,5.6,5.9
1554,calm,5.8,4.5
1555,sad,4.4,2.9
1556,tense,4.7,6.1
1557,happy,5.5,6.3
1558,tense,3.4,5.9
1559,happy,5.8,5.2
1560,happy,5.2,5.2
1561,happy,5.0,6.0
1562,tense,4.8,6.3
1563,happy,5.1,5.7
1564,happy,6.1,6.4
1565,sad,4.6,4.9
1566,happy,6.2,5.3
1567,tense,4.0,5.0
1568,happy,5.4,6.0
1569,happy,5.6,5.8
1570,calm,5.2,4.6
1571,tense,4.4,6.9
1572,happy,5.5,5.0
1573,sad,4.9,3.6
1574,happy,5.9,5.4
1575,happy,5.2,5.1
1576,calm,5.4,3.9
1577,calm,5.2,4.7
1578,calm,5.9,4.8
1579,calm,5.8,4.9
1580,happy,6.1,5.2
1581,happy,6.5,6.1
1582,happy,5.9,5.4
1583,happy,5.6,5.2
1584,sad,4.9,4.6
1585,calm,5.0,3.9
1586,tense,4.3,5.0
1587,happy,5.0,5.5
1588,tense,4.9,5.8
1589,happy,5.8,6.1
1590,tense,4.2,6.2
1591,calm,5.9,4.7
1592,happy,6.1,6.4
1593,sad,4.7,3.5
1594,happy,5.6,5.4
1595,happy,5.6,5.9
1596,happy,5.5,5.1
1597,happy,5.5,5.0
1598,tense,4.3,5.5
1599,sad,3.6,4.1
1600,happy,5.6,5.6
1601,happy,5.0,5.3
1602,calm,5.0,3.7
1603,calm,5.4,3.9
1604,sad,4.5,3.6
1605,calm,5.6,4.0
1606,calm,5.6,4.9
1607,sad,4.5,3.0
1608,tense,4.5,7.0
1609,happy,6.4,6.5
1610,calm,6.4,4.1
1611,happy,5.7,6.2
1612,sad,3.8,3.1
1613,happy,6.2,6.6
1614,calm,6.6,4.6
1615,calm,5.7,4.6
1616,tense,4.8,5.5
1617,happy,6.1,5.9
1618,calm,6.1,3.9
1619,happy,5.2,5.3
1620,happy,6.3,5.7
1621,happy,6.1,6.0
1622,happy,6.0,5.9
1623,happy,5.6,5.3
1624,happy,5.7,6.4
1625,sad,4.9,4.4
1626,happy,6.1,6.0
1627,sad,4.4,3.9
1628,sad,4.7,4.8
1629,happy,6.4,6.3
1630,happy,6.0,5.4
1631,calm,5.7,4.8
1632,calm,5.2,3.4
1633,happy,6.5,6.3
1634,happy,5.5,6.1
1635,happy,6.8,6.1
1636,tense,4.6,5.2
1637,calm,5.5,3.6
1638,calm,5.9,3.9
1639,happy,5.3,5.3
1640,happy,6.6,6.1
1641,tense,4.6,5.3
1642,calm,5.1,4.9
1643,sad,4.4,4.3
1644,happy,5.0,5.9
1645,happy,5.8,5.7
1646,sad,4.5,3.7
1647,happy,7.1,5.8
1648,sad,3.9,2.5
1649,happy,6.1,6.0
1650,calm,5.9,4.7
1651,tense,4.8,6.0
1652,happy,7.2,6.3
1653,sad,4.3,3.1
1654,sad,4.8,3.1
1655,happy,6.1,6.1
1656,sad,4.7,4.0
1657,happy,5.6,5.7
1658,happy,6.2,5.9
1659,sad,4.6,4.6
1660,happy,5.2,5.5
1661,happy,5.7,6.3
1662,happy,6.1,6.0
1663,sad,4.6,4.9
1664,sad,4.2,4.0
1665,happy,5.6,5.7
1666,sad,3.8,3.3
1667,happy,6.0,7.5
1668,happy,5.5,5.5
1669,calm,5.5,4.9
1670,happy,5.9,5.4
1671,sad,4.2,3.3
1672,sad,4.4,2.6
1673,happy,6.1,5.9
1674,happy,5.0,5.3
1675,happy,5.5,5.7
1676,calm,5.6,4.9
1677,happy,6.8,6.4
1678,calm,5.1,4.2
1679,happy,5.4,5.6
1680,happy,6.8,6.1
1681,calm,5.0,3.5
1682,happy,6.1,5.8
1683,calm,6.0,4.8
1684,happy,5.1,5.0
1685,calm,5.4,4.5
1686,sad,3.7,3.3
1687,calm,5.1,4.7
1688,calm,5.2,4.7
1689,happy,7.1,6.4
1690,calm,5.4,4.6
1691,sad,3.7,3.6
1692,sad,3.8,3.3
1693,sad,4.4,3.8
1694,tense,4.5,6.1
1695,happy,5.7,5.6
1696,sad,3.8,3.3
1697,sad,3.3,2.8
1698,sad,4.5,4.5
1699,happy,5.1,5.0
1700,happy,5.6,5.0
1701,sad,4.0,3.1
1702,sad,4.1,3.9
1703,happy,5.3,6.7
1704,happy,5.3,6.4
1705,sad,4.0,4.4
1706,sad,4.9,4.0
1707,sad,3.5,4.0
1708,sad,4.2,3.6
1709,sad,4.0,3.8
1710,sad,3.6,2.9
1711,calm,5.0,3.2
1712,sad,4.4,2.9
1713,happy,6.2,5.7
1714,calm,6.1,4.0
1715,happy,5.9,5.6
1716,happy,5.8,5.4
1717,calm,6.0,4.8
1718,sad,4.7,3.5
1719,calm,5.0,3.3
1720,happy,7.5,6.0
1721,sad,4.2,2.9
1722,calm,5.0,3.1
1723,sad,4.3,3.4
1724,sad,3.7,3.3
1725,calm,5.2,4.4
1726,sad,4.6,3.2
1727,sad,4.9,4.7
1728,sad,3.1,4.7
1729,happy,5.1,5.4
1730,calm,5.3,3.9
1731,sad,4.2,3.6
1732,sad,4.2,3.0
1733,sad,3.8,3.3
1734,happy,5.1,5.2
1735,sad,4.7,3.0
1736,sad,4.7,3.1
1737,sad,3.6,3.6
1738,sad,2.8,4.8
1739,sad,3.7,2.8
1740,calm,5.3,4.3
1741,sad,3.3,3.5
1742,happy,6.8,5.1
1743,happy,6.8,6.5
1744,sad,4.9,4.3
1745,happy,7.1,5.9
1746,calm,5.7,4.8
1747,sad,4.3,2.9
1748,calm,5.4,4.1
1749,calm,6.7,4.6
1750,tense,4.7,5.3
1751,sad,4.1,4.3
1752,happy,5.5,6.1
1753,sad,3.2,3.4
1754,sad,4.2,2.4
1755,happy,6.4,5.7
1756,sad,4.4,3.9
1757,calm,5.0,3.1
1758,calm,5.4,3.0
1759,calm,5.4,4.7
1760,sad,4.3,4.1
1761,happy,7.9,7.1
1762,happy,6.1,5.4
1763,sad,4.4,3.5
1764,sad,4.9,4.0
1765,calm,5.8,4.6
1766,sad,3.7,3.0
1767,sad,3.8,2.4
1768,sad,4.1,3.1
1769,happy,5.9,5.3
1770,sad,4.5,2.9
1771,tense,4.9,5.3
1772,calm,5.6,4.3
1773,calm,5.4,4.1
1774,sad,4.9,4.8
1775,sad,4.6,3.0
1776,sad,4.8,3.8
1777,calm,5.3,4.4
1778,sad,4.4,3.2
1779,calm,5.7,2.9
1780,sad,4.8,3.5
1781,sad,4.2,2.7
1782,tense,4.7,5.2
1783,sad,4.2,3.3
1784,happy,5.5,5.1
1785,happy,5.6,5.2
1786,sad,4.2,3.1
1787,sad,3.9,3.4
1788,tense,3.6,6.0
1789,happy,5.9,5.1
1790,sad,3.8,3.3
1791,calm,5.3,3.3
1792,happy,6.1,5.1
1793,calm,5.1,4.2
1794,sad,4.2,3.7
1795,sad,3.9,3.0
1796,happy,5.8,6.0
1797,sad,3.6,4.1
1798,calm,5.7,4.0
1799,calm,5.8,4.5
1800,sad,3.4,2.6
1801,sad,3.4,2.8
1802,happy,5.7,6.6
1803,sad,4.1,3.6
1804,happy,5.7,5.9
1805,calm,5.7,4.9
1806,happy,6.5,6.2
1807,happy,5.7,5.3
1808,happy,5.4,5.3
1809,sad,4.0,4.1
1810,sad,4.1,4.0
1811,sad,4.6,4.7
1812,happy,5.0,5.0
1813,happy,6.1,5.7
1814,happy,6.0,5.8
1815,happy,6.4,5.8
1816,calm,5.0,4.5
1817,happy,6.6,6.0
1818,sad,4.3,3.2
1819,sad,4.1,4.1
1820,sad,4.5,4.4
1821,happy,6.2,6.6
1822,sad,4.7,3.5
1823,tense,2.7,5.6
1824,happy,6.2,5.7
1825,sad,4.8,4.5
1826,calm,5.1,3.7
1827,happy,5.6,6.7
1828,happy,5.8,6.6
1829,sad,4.8,3.6
1830,happy,5.7,5.3
1831,happy,6.2,5.6
1832,happy,5.7,5.2
1833,sad,4.5,3.2
1834,happy,6.3,5.7
1835,calm,5.3,3.2
1836,calm,5.6,4.6
1837,sad,4.2,2.9
1838,tense,4.6,5.0
1839,happy,6.0,5.7
1840,tense,4.8,5.4
1841,sad,4.6,3.1
1842,happy,5.8,6.3
1843,sad,4.9,4.7
1844,happy,6.1,5.5
1845,happy,5.9,5.9
1846,happy,5.8,5.8
1847,sad,3.2,2.6
1848,happy,5.5,5.0
1849,happy,6.0,5.8
1850,sad,3.7,2.7
1851,sad,4.6,3.3
1852,sad,4.1,4.7
1853,happy,6.5,5.7
1854,calm,5.2,4.5
1855,happy,5.4,6.0
1856,happy,6.1,6.7
1857,happy,5.3,5.0
1858,happy,5.2,5.6
1859,happy,5.2,5.0
1860,sad,3.7,3.5
1861,happy,5.1,5.0
1862,calm,5.1,4.9
1863,happy,6.4,5.7
1864,happy,6.1,7.4
1865,happy,6.8,5.9
1866,sad,4.8,4.5
1867,sad,4.2,4.0
1868,happy,5.8,5.0
1869,sad,4.1,3.7
1870,happy,5.4,5.6
1871,happy,6.4,6.6
1872,sad,4.5,4.2
1873,sad,4.7,3.4
1874,happy,5.0,6.3
1875,happy,6.3,6.2
1876,happy,6.3,5.0
1877,happy,6.2,5.5
1878,happy,6.7,6.3
1879,happy,5.4,6.4
1880,calm,5.4,3.2
1881,happy,5.0,5.2
1882,happy,5.5,6.2
1883,calm,5.6,4.5
1884,happy,6.5,5.6
1885,sad,3.9,3.9
1886,sad,4.1,3.0
1887,happy,6.0,5.8
1888,sad,3.4,3.2
1889,happy,5.6,5.5
1890,happy,6.0,5.8
1891,calm,5.0,3.5
1892,happy,5.1,6.1
1893,happy,6.3,6.2
1894,sad,4.8,4.8
1895,happy,6.5,5.9
1896,sad,4.9,2.1
1897,sad,4.2,3.8
1898,calm,5.1,4.2
1899,calm,5.0,4.1
1900,happy,6.5,6.7
1901,happy,5.2,6.4
1902,tense,4.4,7.3
1903,tense,3.2,6.9
1904,sad,4.1,3.4
1905,tense,3.7,6.5
1906,tense,4.4,6.2
1907,tense,4.9,6.5
1908,happy,5.2,5.1
1909,tense,4.9,5.0
1910,sad,3.8,3.3
1911,tense,4.3,5.4
1912,happy,5.4,5.5
1913,happy,6.0,6.5
1914,happy,5.3,6.3
1915,happy,6.3,6.5
1916,happy,5.4,6.3
1917,sad,4.1,4.6
1918,sad,3.4,4.6
1919,tense,4.5,5.4
1920,happy,5.7,6.4
1921,tense,4.4,6.5
1922,happy,5.6,5.8
1923,happy,6.4,6.2
1924,happy,5.3,5.7
1925,sad,4.9,4.5
1926,happy,5.2,6.1
1927,calm,5.6,4.6
1928,tense,3.7,5.6
1929,happy,5.1,6.7
1930,sad,4.6,4.0
1931,tense,4.7,5.5
1932,tense,4.8,6.0
1933,happy,5.2,7.0
1934,calm,5.8,3.8
1935,sad,4.7,4.4
1936,sad,2.9,3.0
1937,sad,4.3,3.9
1938,happy,5.6,7.0
1939,sad,4.4,3.2
1940,happy,5.1,5.6
1941,calm,5.2,4.4
1942,happy,6.4,6.8
1943,sad,4.2,4.4
1944,happy,6.1,5.1
1945,happy,6.0,6.1
1946,tense,4.0,6.0
1947,happy,5.0,7.4
1948,tense,4.0,6.7
1949,tense,2.2,5.1
1950,sad,3.8,3.4
1951,sad,4.6,4.0
1952,sad,4.1,4.4
1953,calm,5.1,4.4
1954,happy,6.7,5.7
1955,happy,5.5,6.5
1956,happy,5.4,5.9
1957,sad,4.8,4.8
1958,tense,4.8,5.1
1959,tense,4.7,5.8
1960,tense,4.5,6.7
1961,happy,5.9,5.3
1962,tense,4.4,5.0
1963,tense,3.9,5.5
1964,tense,3.6,6.7
1965,sad,3.3,3.5
1966,tense,3.6,5.0
1967,tense,4.7,6.9
1968,tense,4.6,6.18
1969,tense,3.7,5.7
1970,happy,5.9,7.1
1971,happy,5.5,5.5
1972,happy,6.0,5.9
1973,sad,4.3,4.3
1974,sad,3.4,4.7
1975,tense,4.7,5.6
1976,tense,4.9,5.4
1977,tense,4.7,5.2
1978,happy,6.5,6.5
1979,happy,5.5,7.2
1980,happy,5.5,5.4
1981,happy,5.1,5.8
1982,sad,4.5,4.5
1983,sad,2.9,3.4
1984,sad,3.7,2.9
1985,tense,4.8,5.6
1986,tense,4.0,5.1
1987,happy,6.5,6.3
1988,happy,5.5,5.8
1989,happy,5.0,5.7
1990,sad,4.2,4.1
1991,happy,5.0,6.0
1992,tense,4.9,6.8
1993,tense,3.5,7.0
1994,sad,3.8,3.5
1995,sad,4.7,4.7
1996,tense,3.9,5.9
1997,calm,5.3,3.9
1998,happy,6.4,6.2
1999,tense,4.6,5.4
2000,happy,5.8,6.0
